category,taxon,microgroup,mean_contribution,sd_contribution
Sediment,Bacteroidota,Bonafide,0.027014919414564548,7.440154820384285e-4
Sediment,Bacillota,Bonafide,0.037877909692034695,0.0018762848504965536
Sediment,Pseudomonadota,Bonafide,5.3401065929975e-4,5.466467754695804e-5
Soil,Ca. Veblenbacteria,CPR,0.00146440093162381,0
Soil,Ca. Huberarchaea,DPANN,0.0032230436295292396,2.4387392992362763e-4
Soil,Ca. Korarchaeota,CPR,0.00177551832872269,0
Soil,Ca. Nanohaloarchaeota,DPANN,0.00156722104078122,0
Soil,Ca. Brennerbacteria,CPR,0.00597472687687595,0
Soil,Ca. Aenigmarchaeota,DPANN,0.008499139207508225,3.046483700600143e-4
Soil,Ca. Odinarchaeota,CPR,0.00207224676321749,0
Soil,Ca. Calescamantes,CPR,0.00346583576878601,0
Soil,Ca. Jacksonbacteria,CPR,0.00328003528958098,0
Soil,Ca. Altiarchaeota,DPANN,0.00722192657796972,0
Soil,Ca. division CPR1,CPR,0.015220934767000552,0.0013675354827754648
Soil,Ca. division CPR3,CPR,0.0142924893036247,0.0017030505061021335
Soil,Ca. Microgenomates,CPR,0.00256954646987539,0
Soil,Ca. division WOR-3,CPR,0.0124563371721721,0
Soil,Ca. Abawacabacteria,CPR,0.00969068286277142,0
Soil,Ca. Parcubacteria,CPR,0.00132423769579848,0
Soil,Nanoarchaeota,DPANN,8.133122077951567e-4,1.1479804448241455e-4
Soil,Ca. Ratteibacteria,CPR,0.00198981432746631,1.1344959083759114e-4
Soil,Ca. Gribaldobacteria,CPR,0.002859937137707155,0.0010641228088936617
Soil,Ca. Wirthbacteria,CPR,8.85897377783325e-4,1.912744500593656e-4
Soil,Ca. Hydrogenedentes,CPR,0.00237588670461092,0.001298661509371677
Soil,Ca. Tagabacteria,CPR,0.00169820773373686,0
Soil,Ca. Niyogibacteria,CPR,0.00234157383172506,0
Soil,Ca. Blackburnbacteria,CPR,0.00627974635234807,0
Soil,Ca. Delongbacteria,CPR,0.00473727783792355,0
Soil,Ca. Andersenbacteria,CPR,0.00753703076938628,0
Soil,Ca. Diapherotrites,DPANN,0.0035245243148131497,0.0013281361171027992
Soil,Ca. Spechtbacteria,CPR,0.001742930314377445,3.1726349610366015e-5
Soil,Ca. Fraserbacteria,CPR,0.00197679541187338,2.539514591925062e-4
Soil,Caldisericota,Bonafide,0.0188073614230841,0
Soil,Ca. Colwellbacteria,CPR,0.005072568829803,0
Soil,Ca. Fischerbacteria,CPR,0.0035975506472441,0
Soil,Ca. Sumerlaeota,CPR,0.0010424966718053734,9.878037195747265e-5
Soil,Ca. Terrybacteria,CPR,0.001257387373402415,5.169577545665169e-4
Soil,Ca. Gracilibacteria,CPR,0.00246879045030213,0
Soil,Ca. Chisholmbacteria,CPR,0.00547215507461574,0
Soil,Ca. Blackallbacteria,CPR,0.00402054350066849,0
Soil,Ca. Wallbacteria,CPR,0.0010957718830423666,3.0032223292928795e-4
Soil,Dictyoglomota,Bonafide,8.4178495373166e-4,0
Soil,Ca. Wildermuthbacteria,CPR,0.00139039146894604,0
Soil,Ca. Kuenenbacteria,CPR,0.002885974009763595,2.9369276138007674e-4
Soil,Ca. Amesbacteria,CPR,0.00739076754595136,0.0011380580700028362
Soil,Ca. Lokiarchaeota,CPR,0.00249374859436324,0
Soil,Ca. Vogelbacteria,CPR,0.00144175217102449,0
Soil,Ca. Bipolaricaulota,CPR,0.004251151713152304,2.8576465899034454e-4
Soil,Ca. Raymondbacteria,CPR,0.0016711115443548766,4.993211743476541e-4
Soil,Ca. Ryanbacteria,CPR,0.001854888418854675,1.0293124220478006e-4
Soil,Balneolota,Bonafide,0.0264725925478113,0.004496489765766919
Soil,Ca. Adlerbacteria,CPR,0.008949149133089366,1.646801797297341e-4
Soil,Ca. Margulisbacteria,CPR,0.00148202113953777,0
Soil,Ca. Azambacteria,CPR,0.00728683709037536,0
Soil,Ca. Campbellbacteria,CPR,0.004628919373723226,0.0011212665395540736
Soil,Ca. Firestonebacteria,CPR,0.00384312300566703,0
Soil,Ca. Heimdallarchaeota,CPR,0.00258378949508831,7.244932985729882e-4
Soil,Ca. Beckwithbacteria,CPR,0.00713888334165202,0
Soil,Ca. Dadabacteria,CPR,0.00377017744874079,0.0013513944543436967
Soil,Ca. Harrisonbacteria,CPR,0.0034972542295454998,0
Soil,Ca. Liptonbacteria,CPR,0.0021194005144213298,0.0010988261663983487
Soil,Ca. Jorgensenbacteria,CPR,0.002316177247469465,0.0012661024885303098
Soil,Ca. Collierbacteria,CPR,0.00515396113172695,0
Soil,Ca. Kerfeldbacteria,CPR,0.003039155195206645,2.0190330206263504e-4
Soil,Chrysiogenota,Bonafide,9.14141002852695e-4,5.412531996128257e-4
Soil,Ca. Komeilibacteria,CPR,0.002465576037032717,9.485175406387602e-4
Soil,Ca. Yonathbacteria,CPR,0.00114789013228811,0
Soil,Ca. Riflebacteria,CPR,0.001569316097036865,6.749533410153283e-4
Soil,Ca. Absconditabacteria,CPR,0.00956152575655089,0
Soil,Ca. Sungbacteria,CPR,0.0013353629513245251,5.414130183048913e-4
Soil,Ca. Portnoybacteria,CPR,0.00210772898873057,0
Soil,Ca. Thorarchaeota,CPR,0.00154647002777564,0
Soil,Ca. Giovannonibacteria,CPR,0.00372738152547036,0
Soil,Ca. Desantisbacteria,CPR,0.0043122152534966745,3.01824603389131e-4
Soil,Ca. Edwardsbacteria,CPR,0.00335190618603698,0.0012085875482178638
Soil,Ca. Lloydbacteria,CPR,0.0021225119503811,0.0010452166621911767
Soil,Ca. Shapirobacteria,CPR,0.00175347678618787,3.993244191142996e-5
Soil,Ca. Pacebacteria,CPR,0.0021020573431970698,1.42785982547201e-4
Soil,Ca. Lindowbacteria,CPR,0.0016189641223660325,3.233265847029499e-4
Soil,Ca. Curtissbacteria,CPR,0.00402049070574367,0.0014844657448689022
Soil,Ca. Wolfebacteria,CPR,0.0012258202735681,0
Soil,Ca. Coatesbacteria,CPR,0.00336761282965803,8.867091476213691e-4
Soil,Ca. Doudnabacteria,CPR,0.002885050911195213,0.0012693191328648325
Soil,Ca. Schekmanbacteria,CPR,0.001765165123511435,4.180590337688496e-5
Soil,Ca. Zambryskibacteria,CPR,0.001237854048489195,1.4177865473258223e-4
Soil,Ca. Berkelbacteria,CPR,0.006003601528662415,0.001328067513483621
Soil,Calditrichota,Bonafide,0.0204898803264538,0.0030183341331910317
Soil,Ca. Staskawiczbacteria,CPR,0.00173998472668446,0
Soil,Ca. Glassbacteria,CPR,0.002561341242542216,8.994180207663335e-4
Soil,Ca. Bathyarchaeota,CPR,0.00691393324122969,0
Soil,Ca. Woesearchaeota,DPANN,0.00133253912974385,1.3355431342004868e-4
Soil,Ca. Buchananbacteria,CPR,0.0055859051155319195,4.3018284972187265e-4
Soil,Ca. Thermoplasmatota,CPR,9.2900026708064e-4,0
Soil,Aquificota,Bonafide,0.0970440791265909,0
Soil,Ca. Taylorbacteria,CPR,0.00167827181405067,0
Soil,Ca. Yanofskybacteria,CPR,0.00117463534475659,0
Soil,Ca. Tectomicrobia,CPR,9.9100045192753e-4,1.1433373562276815e-4
Soil,Ca. Nealsonbacteria,CPR,0.0023258285150272147,9.779561074898187e-5
Soil,Ca. division Zixibacteria,CPR,0.00985963841109,1.9652530675105958e-4
Soil,Ca. Daviesbacteria,CPR,0.00411885564669989,0.0010229585134986416
Soil,Ca. Gottesmanbacteria,CPR,0.00367556062442365,0
Soil,Ca. Melainabacteria,CPR,0.002073675128160205,8.970834539952265e-4
Soil,Ca. division WWE3,CPR,0.0103113845828291,0
Soil,Ca. Levybacteria,CPR,0.00301438828530021,0
Soil,Kiritimatiellota,Bonafide,0.00075952605537437995,4.587794204003904e-4
Soil,Ca. Micrarchaeota,DPANN,0.0017091137636732199,7.85305686052027e-4
Soil,Ca. Handelsmanbacteria,CPR,0.002221803383449405,8.944287041213982e-4
Soil,Nitrospinota,Bonafide,6.158165765288334e-4,3.188129483737656e-4
Soil,Ca. Moranbacteria,CPR,0.0018628756039297798,8.687401125997245e-4
Soil,Ca. Woesebacteria,CPR,0.00123760733228273,0
Soil,Ca. Roizmanbacteria,CPR,0.00204012587226177,0
Soil,Ca. Falkowbacteria,CPR,0.003915061324055,2.731095850118457e-4
Soil,Ca. Eisenbacteria,CPR,0.0023430469550331226,4.215080406620444e-4
Soil,Ca. Marinimicrobia,CPR,0.00146827621955203,0
Soil,Ca. Uhrbacteria,CPR,0.001158688704544325,0.00043863963759060303
Soil,Ca. Nomurabacteria,CPR,0.00231960379556095,0
Soil,Coprothermobacterota,Bonafide,7.6483550293193e-4,0
Soil,Ca. Kaiserbacteria,CPR,0.0023117723762294254,0.001261069520427263
Soil,Fibrobacterota,Bonafide,6.3110675266431e-4,0
Soil,Ca. Magasanikbacteria,CPR,0.00280777740453919,0
Soil,Ca. Peregrinibacteria,CPR,0.0016479436857494401,7.013350464379405e-4
Soil,Ca. division NC10,CPR,0.01363202167998195,0.001678214184993338
Soil,Atribacterota,Bonafide,0.048057429419060146,0.0019522224194138602
Soil,Thermoproteota,Bonafide,2.7406376080063e-4,0
Soil,Chlorobiota,Bonafide,8.8213089112217e-4,3.8479724679634446e-4
Soil,Ca. Cloacimonetes,CPR,0.00322508801031973,0
Soil,Armatimonadota,Bonafide,0.08107697877014909,0.018167141348966083
Soil,Lentisphaerota,Bonafide,6.550887870775e-4,3.578829537154641e-4
Soil,Bdellovibrionota,Bonafide,0.0229692453329343,0
Soil,Ca. Saccharibacteria,CPR,0.0010573392472627,0
Soil,Ca. Aminicenantes,CPR,0.00667868805511858,7.104054898276538e-4
Soil,Thermomicrobiota,Bonafide,3.2826837160193e-4,1.2069130224537117e-4
Soil,Deferribacterota,Bonafide,6.9192249592686e-4,0
Soil,Ignavibacteriota,Bonafide,9.114773206373999e-4,3.0500911648706323e-4
Soil,Ca. Omnitrophica,CPR,0.001743963098004285,7.853845807990258e-4
Soil,Synergistota,Bonafide,3.30167034534365e-4,1.2129752275971632e-4
Soil,Elusimicrobiota,Bonafide,7.12942038076225e-4,1.9738111544607162e-4
Soil,Mycoplasmatota,Bonafide,6.5675483296295e-4,1.698080255744892e-4
Soil,Ca. Rokubacteria,CPR,0.001210286948407214,1.6255953320960822e-4
Soil,Gemmatimonadota,Bonafide,6.798914563043949e-4,1.856195841110233e-4
Soil,Deinococcota,Bonafide,6.789281722234e-4,1.6991573638729015e-4
Soil,Nitrososphaerota,Bonafide,9.3050937086935e-4,0
Soil,Nitrospirota,Bonafide,4.13854246188835e-4,1.9807651922695155e-4
Soil,Thermotogota,Bonafide,3.0758029078581e-4,0
Soil,Fusobacteriota,Bonafide,4.5367898831849e-4,0
Soil,Spirochaetota,Bonafide,3.1901824411795e-4,9.083702243549066e-5
Soil,Chloroflexota,Bonafide,7.296944104535599e-4,1.674724445963456e-4
Soil,Verrucomicrobiota,Bonafide,9.37716319058257e-5,0
Soil,Campylobacterota,Bonafide,0.016978493988370452,0.0013770967036816676
Soil,Myxococcota,Bonafide,6.43968207542552e-4,2.0372311551182526e-4
Soil,Acidobacteriota,Bonafide,0.12145213317021779,0.018357986159648673
Soil,Euryarchaeota,Bonafide,8.14091249491165e-4,9.961529569996029e-5
Soil,Planctomycetota,Bonafide,4.807079758529175e-4,1.7360810730367694e-4
Soil,Thermodesulfobacteriota,Bonafide,5.99941296522625e-4,1.3618593578956195e-4
Soil,Cyanobacteriota,Bonafide,8.746014369968e-4,0
Soil,Bacteroidota,Bonafide,0.0325309145196643,8.133866603887656e-4
Soil,Bacillota,Bonafide,0.033579222806253306,0.002581525229496735
Soil,Actinomycetota,Bonafide,0.09916541780081913,0.015269063272708144
Soil,Pseudomonadota,Bonafide,3.28976507246e-4,9.419623577596256e-5
Wastewater,Ca. Veblenbacteria,CPR,0.00158701168021091,0
Wastewater,Ca. Huberarchaea,DPANN,0.0026163712592666977,5.963736199216889e-4
Wastewater,Ca. Brennerbacteria,CPR,0.00644562870064636,0
Wastewater,Ca. Aenigmarchaeota,DPANN,0.0095990685391178,8.614093165995343e-4
Wastewater,Ca. Calescamantes,CPR,0.00397109824297071,0
Wastewater,Ca. Jacksonbacteria,CPR,0.00341162556142793,0
Wastewater,Ca. Altiarchaeota,DPANN,0.00869908023175547,0
Wastewater,Ca. division CPR1,CPR,0.0178002222074973,0.004358747005172316
Wastewater,Ca. division CPR3,CPR,0.013477374469661,0
Wastewater,Ca. Microgenomates,CPR,0.00270638305258153,0
Wastewater,Ca. division WOR-3,CPR,0.0142434570978094,0
Wastewater,Ca. Ratteibacteria,CPR,0.0015935258522337674,3.018162564268661e-4
Wastewater,Ca. Gribaldobacteria,CPR,0.00368976294698808,0
Wastewater,Ca. Wirthbacteria,CPR,8.7136871805226e-4,0
Wastewater,Ca. Hydrogenedentes,CPR,0.0034656724209845,0
Wastewater,Ca. Tagabacteria,CPR,0.0017282917838537,0
Wastewater,Ca. Niyogibacteria,CPR,0.0023555126318463,0
Wastewater,Ca. Blackburnbacteria,CPR,0.00703008179884435,0
Wastewater,Ca. Delongbacteria,CPR,0.00499342748919263,0
Wastewater,Ca. Diapherotrites,DPANN,0.00492834473831261,0
Wastewater,Ca. Spechtbacteria,CPR,0.00180470114725462,0
Wastewater,Ca. Colwellbacteria,CPR,0.00534422332931372,0
Wastewater,Ca. Fischerbacteria,CPR,0.00335423332648577,0
Wastewater,Ca. Sumerlaeota,CPR,0.00115267260560592,0
Wastewater,Ca. Terrybacteria,CPR,0.0013193072899081951,0
Wastewater,Ca. Gracilibacteria,CPR,0.00237474546350214,0
Wastewater,Ca. Blackallbacteria,CPR,0.00458784009809277,0
Wastewater,Ca. Wallbacteria,CPR,0.001208845825323265,0
Wastewater,Dictyoglomota,Bonafide,9.3703196989625e-4,0
Wastewater,Ca. Wildermuthbacteria,CPR,0.00144458846380668,0
Wastewater,Ca. Kuenenbacteria,CPR,0.00308542445100346,0
Wastewater,Ca. Amesbacteria,CPR,0.00787977215411295,0
Wastewater,Ca. Lokiarchaeota,CPR,0.0022973793942076,0
Wastewater,Ca. Vogelbacteria,CPR,0.00157667553331453,0
Wastewater,Ca. Bipolaricaulota,CPR,0.0048321508896540894,1.437547869696335e-4
Wastewater,Ca. Raymondbacteria,CPR,0.001567425566350365,2.671165179015306e-4
Wastewater,Ca. Ryanbacteria,CPR,0.0020545441918548,0
Wastewater,Balneolota,Bonafide,0.0232628876184032,0
Wastewater,Ca. Adlerbacteria,CPR,0.00956594714700632,0
Wastewater,Ca. Azambacteria,CPR,0.00826762595725405,0
Wastewater,Ca. Campbellbacteria,CPR,0.00588731990224045,0
Wastewater,Ca. Heimdallarchaeota,CPR,0.00213551245650989,0
Wastewater,Ca. Beckwithbacteria,CPR,0.00747730255922885,0
Wastewater,Ca. Dadabacteria,CPR,0.003430511538069945,0.0010780017853852606
Wastewater,Ca. Harrisonbacteria,CPR,0.00267836264875082,0
Wastewater,Ca. Liptonbacteria,CPR,0.00300701799705083,0
Wastewater,Ca. Jorgensenbacteria,CPR,0.00335511590925108,0
Wastewater,Ca. Collierbacteria,CPR,0.00547906303935808,0
Wastewater,Ca. Kerfeldbacteria,CPR,0.00324085856063761,0
Wastewater,Chrysiogenota,Bonafide,8.227027966907533e-4,1.3892401225064783e-4
Wastewater,Ca. Komeilibacteria,CPR,0.0023959814341215097,0
Wastewater,Ca. Yonathbacteria,CPR,0.00122848111925422,0
Wastewater,Ca. Riflebacteria,CPR,0.00207537029590399,0
Wastewater,Ca. Absconditabacteria,CPR,0.0107722299369374,0
Wastewater,Ca. Sungbacteria,CPR,0.001371021071794095,0
Wastewater,Ca. Portnoybacteria,CPR,0.00220384220495173,0
Wastewater,Ca. Thorarchaeota,CPR,0.00146225049238957,0
Wastewater,Ca. Giovannonibacteria,CPR,0.00421433619593758,0
Wastewater,Ca. Desantisbacteria,CPR,0.00376064954473204,0
Wastewater,Ca. Edwardsbacteria,CPR,0.00317611618483227,6.801818611440154e-4
Wastewater,Ca. Shapirobacteria,CPR,0.001451815266898695,0
Wastewater,Ca. Pacebacteria,CPR,0.001772323381533155,0
Wastewater,Ca. Curtissbacteria,CPR,0.0052935385450229,0
Wastewater,Ca. Wolfebacteria,CPR,0.00135187689767302,0
Wastewater,Ca. Coatesbacteria,CPR,0.00500532215179739,0
Wastewater,Ca. Doudnabacteria,CPR,0.003455798262832545,0
Wastewater,Ca. Schekmanbacteria,CPR,0.001730315792164705,1.1792003314829938e-4
Wastewater,Ca. Zambryskibacteria,CPR,0.00122097994115722,0
Wastewater,Ca. Berkelbacteria,CPR,0.00735109988432214,0
Wastewater,Calditrichota,Bonafide,0.02073454847481345,0
Wastewater,Ca. Staskawiczbacteria,CPR,0.0017768158291438,0
Wastewater,Ca. Glassbacteria,CPR,0.00361361332035465,6.648748138090039e-4
Wastewater,Ca. Bathyarchaeota,CPR,0.00720248853912198,0
Wastewater,Ca. Woesearchaeota,DPANN,0.0013496081905716752,4.256210982976727e-5
Wastewater,Ca. Buchananbacteria,CPR,0.00604507445547331,0
Wastewater,Ca. Thermoplasmatota,CPR,0.00102322279864064,0
Wastewater,Aquificota,Bonafide,0.0777989051836373,0
Wastewater,Ca. Yanofskybacteria,CPR,0.00123803082273255,0
Wastewater,Ca. Tectomicrobia,CPR,0.001248747029009675,0
Wastewater,Ca. Nealsonbacteria,CPR,0.00236615782183935,0
Wastewater,Ca. division Zixibacteria,CPR,0.011926368415942499,0
Wastewater,Ca. Daviesbacteria,CPR,0.00505852376556215,0
Wastewater,Ca. Gottesmanbacteria,CPR,0.00378392240733805,0
Wastewater,Ca. Melainabacteria,CPR,0.00272879273750115,0
Wastewater,Ca. division WWE3,CPR,0.0106944173330875,0
Wastewater,Ca. Levybacteria,CPR,0.00305537397257316,0
Wastewater,Kiritimatiellota,Bonafide,7.235911386550501e-4,0
Wastewater,Ca. Micrarchaeota,DPANN,0.00271954693562637,0
Wastewater,Ca. Handelsmanbacteria,CPR,0.0022687165995181648,0
Wastewater,Nitrospinota,Bonafide,5.467745066273725e-4,2.587438160674093e-5
Wastewater,Ca. Moranbacteria,CPR,0.00204399822416085,7.931057335879856e-6
Wastewater,Ca. Roizmanbacteria,CPR,0.00206016019736965,0
Wastewater,Ca. Falkowbacteria,CPR,0.0032423905845559405,0
Wastewater,Ca. Marinimicrobia,CPR,0.00159424173057277,0
Wastewater,Ca. Uhrbacteria,CPR,0.001291477287927775,0
Wastewater,Ca. Nomurabacteria,CPR,0.00233454605818928,0
Wastewater,Coprothermobacterota,Bonafide,8.848151527746176e-4,1.4171303490251064e-4
Wastewater,Ca. Kaiserbacteria,CPR,0.002933566315151625,4.5356801384174964e-4
Wastewater,Fibrobacterota,Bonafide,7.1559532538312e-4,0
Wastewater,Ca. Magasanikbacteria,CPR,0.00281046787762906,0
Wastewater,Ca. Peregrinibacteria,CPR,0.00222281021762849,0
Wastewater,Ca. division NC10,CPR,0.012729299712015099,0
Wastewater,Atribacterota,Bonafide,0.04938518221665324,0.010007164965155937
Wastewater,Thermoproteota,Bonafide,3.0060995194103e-4,0
Wastewater,Chlorobiota,Bonafide,9.567580604592501e-4,5.3075069767954884e-5
Wastewater,Ca. Cloacimonetes,CPR,0.003889395134918719,6.399282867043148e-4
Wastewater,Armatimonadota,Bonafide,0.06011477018767525,0
Wastewater,Lentisphaerota,Bonafide,7.15575957039135e-4,7.357132314953781e-5
Wastewater,Ca. Saccharibacteria,CPR,0.0011396323405708,0
Wastewater,Ca. Aminicenantes,CPR,0.00797779236767887,0
Wastewater,Deferribacterota,Bonafide,7.5375330394178e-4,0
Wastewater,Ignavibacteriota,Bonafide,7.536920959812037e-4,1.3612799271407223e-4
Wastewater,Ca. Omnitrophica,CPR,0.00168264973278201,2.886884310439754e-4
Wastewater,Synergistota,Bonafide,4.44526918920325e-4,1.1643783585714145e-4
Wastewater,Elusimicrobiota,Bonafide,8.200618625114849e-4,0
Wastewater,Mycoplasmatota,Bonafide,7.09460268969225e-4,1.6040097361289844e-4
Wastewater,Ca. Rokubacteria,CPR,0.00119234110232858,0
Wastewater,Nitrososphaerota,Bonafide,7.7669507911404e-4,0
Wastewater,Nitrospirota,Bonafide,5.6616507087041e-4,1.0188661067243277e-4
Wastewater,Thermotogota,Bonafide,3.050625769704075e-4,8.31478838934836e-5
Wastewater,Fusobacteriota,Bonafide,5.2922592512272e-4,0
Wastewater,Spirochaetota,Bonafide,3.3078694523508e-4,7.935975760391643e-5
Wastewater,Chloroflexota,Bonafide,8.948429582859917e-4,1.3067402967882212e-4
Wastewater,Verrucomicrobiota,Bonafide,2.9661048361773e-4,0
Wastewater,Campylobacterota,Bonafide,0.017709786969875067,8.266807280842035e-4
Wastewater,Myxococcota,Bonafide,4.2694451592806e-4,0
Wastewater,Acidobacteriota,Bonafide,0.116813458037689,0
Wastewater,Euryarchaeota,Bonafide,7.361224068909099e-4,1.3742730028933666e-4
Wastewater,Planctomycetota,Bonafide,4.7267265197672753e-4,3.293860923211879e-5
Wastewater,Thermodesulfobacteriota,Bonafide,5.45971050210585e-4,8.525119206838945e-5
Wastewater,Cyanobacteriota,Bonafide,9.6725364802285e-4,0
Wastewater,Bacteroidota,Bonafide,0.02405402054788655,7.629596589696992e-4
Wastewater,Bacillota,Bonafide,0.028861307598772576,0.0031029806131887406
Wastewater,Actinomycetota,Bonafide,0.09370601951931415,0
Wastewater,Pseudomonadota,Bonafide,3.70641024448945e-4,1.2047898364556903e-4
