"","taxon","average","overall","sd","ratio","ava","avb","ord","cusum","p","contribution","comparison_1","comparison_2","microgroup"
"447","Atribacterota",0.00195516843802798,0.323742628747326,0.00275485154005628,0.709718258715326,0.00995208548539617,0.0175618309190998,6,0.414297834162142,0.0406,0.0641247686697793,"Saline Water","Wastewater","Bonafide"
"448","Campylobacterota",0.00902401085096619,0.323742628747326,0.0114207547339153,0.790141375172723,0.0786519396008919,0.0677036437371329,146,0.589884652456174,0.0126,0.0180662859510297,"Saline Water","Wastewater","Bonafide"
"449","Ca. Altiarchaeota",0.00037377586951702,0.323742628747326,0.00033677856231238,1.10985647943445,0.00321853043053035,0.00192520243691504,81,0.739898181142471,0.0082,0.00869908023175547,"Saline Water","Wastewater","DPANN"
"450","Ca. Bipolaricaulota",0.00049831734991033,0.323742628747326,0.00033672357602328,1.47990038534125,0.00159044131289881,0.00485531285321892,128,0.791765145637048,0.0118,0.00479311572175922,"Saline Water","Wastewater","CPR"
"451","Ca. Calescamantes",0.00032139796522669,0.323742628747326,0.00024608210181758,1.30605989973596,0.00263843107704905,0.00173921500424901,4,0.812221577559085,0.0014,0.00397109824297071,"Saline Water","Wastewater","CPR"
"452","Ca. Cloacimonetes",0.00569969759075521,0.323742628747326,0.0105835335539988,0.538543914626857,0.00458824812258098,0.0464306063207073,79,0.822671268680989,2e-04,0.0033941735899129,"Saline Water","Wastewater","CPR"
"453","Ca. Heimdallarchaeota",0.00076974631741661,0.323742628747326,0.0007553302009219,1.01908584679538,0.00803411398879707,0.00319272896752224,111,0.885914767136719,0.0482,0.00213551245650989,"Saline Water","Wastewater","CPR"
"454","Ca. Huberarchaea",0.00014100786113984,0.323742628747326,0.00017549238125302,0.803498477444093,0.00054527017952699,0.00077464649147252,59,0.8880305531546,0.0296,0.00211578601788098,"Saline Water","Wastewater","DPANN"
"455","Ca. Marinimicrobia",0.00281626310191241,0.323742628747326,0.00315056185051713,0.893892339060142,0.0266220696362031,0.00786776524037257,48,0.916893484670738,0.001,0.00159424173057277,"Saline Water","Wastewater","CPR"
"456","Chloroflexota",0.00794219396797341,0.323742628747326,0.0057799450461315,1.37409506571158,0.0295907039668552,0.0825916768133365,27,0.978153757508088,2e-04,0.00097601376621636,"Saline Water","Wastewater","Bonafide"
"457","Chrysiogenota",0.00061936490213651,0.323742628747326,0.0007440354448378,0.832440048970426,0.00474255455849314,0.00704300446125222,101,0.97912928659298,0.049,0.00097552908489229,"Saline Water","Wastewater","Bonafide"
"458","Coprothermobacterota",0.00332641459375412,0.323742628747326,0.0126258141152385,0.263461394520245,0.00188617712171365,0.0243913868893621,25,0.980098962721491,4e-04,0.00096967612851106,"Saline Water","Wastewater","Bonafide"
"459","Cyanobacteriota",0.0385403574162671,0.323742628747326,0.0334274009542106,1.15295704470294,0.316442480931922,0.056250800331014,22,0.981066216369514,2e-04,0.00096725364802285,"Saline Water","Wastewater","Bonafide"
"460","Dictyoglomota",0.00058316142478836,0.323742628747326,0.00046363135924734,1.25781272805847,0.00662972058594093,0.00436068744928937,112,0.983913035416425,0.0352,0.00093703196989625,"Saline Water","Wastewater","Bonafide"
"461","Euryarchaeota",0.0126474572893117,0.323742628747326,0.0142749333507405,0.885990636772786,0.0467402501498768,0.132100096881782,96,0.985765499351319,0.038,0.0009185920650836,"Saline Water","Wastewater","Bonafide"
"462","Ignavibacteriota",0.00326582378654346,0.323742628747326,0.00641845795806596,0.50881750848572,0.0281802486884003,0.0377768504365372,34,0.98924388387384,0.043,0.0008366313657625,"Saline Water","Wastewater","Bonafide"
"463","Mycoplasmatota",0.0042632403072607,0.323742628747326,0.0029756317077442,1.43271773054624,0.0485963807635371,0.0242959956242839,47,0.991725676989305,0.0036,0.00082288088511983,"Saline Water","Wastewater","Bonafide"
"464","Nitrospirota",0.00575491987432806,0.323742628747326,0.00679472715793421,0.846968500804044,0.0233462984302355,0.0593440138796986,13,0.995495348234433,2e-04,0.00065610345686972,"Saline Water","Wastewater","Bonafide"
"465","Synergistota",0.00379796816178308,0.323742628747326,0.00589216771114173,0.644579100252247,0.00916809111130453,0.0356457037207417,35,0.997833059824986,2e-04,0.00053383840235354,"Saline Water","Wastewater","Bonafide"
"466","Thermotogota",0.00557056719631131,0.323742628747326,0.00829423511430952,0.671619157105971,0.0210913293895126,0.0481881488086486,116,0.99960879489579,2e-04,0.00042063230368816,"Saline Water","Wastewater","Bonafide"
"467","Armatimonadota",0.00240814496318882,0.308013126063009,0.00091229022574995,2.63966980596465,0.0120283372014688,0.0306208957114598,155,0.285328201047624,2e-04,0.0557986851952013,"Saline Water","Sediment","Bonafide"
"468","Atribacterota",0.00222177757011405,0.308013126063009,0.00354548239703377,0.626650289385964,0.00995208548539617,0.0257493245570791,151,0.327452422662925,2e-04,0.0421242216153014,"Saline Water","Sediment","Bonafide"
"469","Calditrichota",0.00120146763653644,0.308013126063009,0.00066197850030723,1.8149647397594,0.00641131157401359,0.015589724815786,1,0.525946036575587,2e-04,0.0288054053443555,"Saline Water","Sediment","Bonafide"
"470","Ca. division CPR1",0.00034278119172476,0.308013126063009,0.00022373789173041,1.53206588778353,0.00165604265423715,0.00411560555508421,150,0.562237302209268,2e-04,0.0177803507889672,"Saline Water","Sediment","CPR"
"471","Ca. division NC10",0.00212723239216139,0.308013126063009,0.00095380308369349,2.23026369753799,0.00594724851281136,0.0226331934040596,141,0.605916189571238,2e-04,0.0137137374375803,"Saline Water","Sediment","CPR"
"472","Ca. division WOR-3",0.00036767799471131,0.308013126063009,0.00022543320540199,1.63098419354708,0.00184620321906969,0.00445667005166812,100,0.61953773028888,2e-04,0.0136215407176415,"Saline Water","Sediment","CPR"
"473","Ca. division Zixibacteria",0.00123175356432043,0.308013126063009,0.00061294442973708,2.00956808572153,0.00733567839227513,0.0168851710346257,137,0.644889491325103,2e-04,0.0124704718437574,"Saline Water","Sediment","CPR"
"474","Ca. Adlerbacteria",0.00048733368511267,0.308013126063009,0.00053184773488625,0.916303018977605,0.00323581702363067,0.00677194577220356,145,0.676969035592207,0.0416,0.00968630249766467,"Saline Water","Sediment","CPR"
"475","Ca. Aenigmarchaeota",0.00021124349723353,0.308013126063009,0.00013049648474688,1.61876772116328,0.00070635898071552,0.00208860939074357,153,0.686647941184553,2e-04,0.00967890559234574,"Saline Water","Sediment","DPANN"
"476","Ca. Aminicenantes",0.00396760615189292,0.308013126063009,0.00254887991272371,1.55660772093934,0.00811130258658651,0.039561661163962,4,0.711895112572477,2e-04,0.00781831928388721,"Saline Water","Sediment","CPR"
"477","Ca. Azambacteria",0.00051754951991157,0.308013126063009,0.00032961215806984,1.57017727423119,0.00389770490220751,0.00769486092547645,140,0.726156690302998,0.0026,0.0070483215991588,"Saline Water","Sediment","CPR"
"478","Ca. Bathyarchaeota",0.00176974585864122,0.308013126063009,0.00146980084751948,1.20407187247711,0.00391611315867214,0.017620008770848,16,0.733062994652269,2e-04,0.00690630434927053,"Saline Water","Sediment","CPR"
"479","Ca. Bipolaricaulota",0.00070528136606957,0.308013126063009,0.00033589599461037,2.09970162605743,0.00159044131289881,0.00713204845433357,129,0.752990137324769,2e-04,0.00643160658150377,"Saline Water","Sediment","CPR"
"480","Ca. Brennerbacteria",0.00021120427319049,0.308013126063009,0.00013789214285768,1.53166285484792,0.0009892373389126,0.00218030610840663,114,0.770695262716947,0.0102,0.00574523740075394,"Saline Water","Sediment","CPR"
"481","Ca. Coatesbacteria",0.00114548270626276,0.308013126063009,0.00067193628784271,1.70474898734879,0.00202978726705437,0.0111521109803092,69,0.800371690300226,2e-04,0.00444063581117871,"Saline Water","Sediment","CPR"
"482","Ca. Dadabacteria",0.00082637690234719,0.308013126063009,0.00054362612103031,1.52011993239212,0.0037015527372356,0.0100530736905866,11,0.816981070118098,2e-04,0.00390070271320386,"Saline Water","Sediment","CPR"
"483","Ca. Edwardsbacteria",0.00105725017406337,0.308013126063009,0.00050548498015044,2.09155606116864,0.00264673565881468,0.0109620394192649,115,0.836869744369241,2e-04,0.00300802218112795,"Saline Water","Sediment","CPR"
"484","Ca. Eisenbacteria",0.0020958263215322,0.308013126063009,0.00074726042042407,2.80467995393466,0.00487872750733642,0.0213758832107757,158,0.839855394142495,2e-04,0.00298564977325366,"Saline Water","Sediment","CPR"
"485","Ca. Fischerbacteria",0.00046471458578687,0.308013126063009,0.00040718540908632,1.14128496605426,0.00446751681408325,0.00733613749783556,79,0.848638510675138,0.0036,0.00287235285967369,"Saline Water","Sediment","CPR"
"486","Ca. Fraserbacteria",0.00054965717549743,0.308013126063009,0.00025187957805826,2.18222207506754,0.00142117669428795,0.0057408942194819,128,0.851508138109377,2e-04,0.00286962743423957,"Saline Water","Sediment","CPR"
"487","Ca. Glassbacteria",0.00136048171624226,0.308013126063009,0.0005313544638351,2.56040328789719,0.00324623900672107,0.0139863464986025,122,0.856734076753459,2e-04,0.00254301109190291,"Saline Water","Sediment","CPR"
"488","Ca. Handelsmanbacteria",0.00163444776590862,0.308013126063009,0.00058111144735912,2.8126235911139,0.0051148761924649,0.0179157084429702,103,0.866494460840447,2e-04,0.002387200560653,"Saline Water","Sediment","CPR"
"489","Ca. Huberarchaea",0.00016453844504812,0.308013126063009,0.00011652664374114,1.41202423553559,0.00054527017952699,0.00136262134445243,97,0.87330417918527,2e-04,0.00224733163077662,"Saline Water","Sediment","DPANN"
"490","Ca. Jacksonbacteria",0.00025157472895089,0.308013126063009,0.00013741997092932,1.83069991391782,0.0004065301016982,0.00230733539289142,82,0.877725928976202,0.0044,0.00219076183496247,"Saline Water","Sediment","CPR"
"491","Ca. Jorgensenbacteria",0.00051529882657642,0.308013126063009,0.00034578804206853,1.49021586603707,0.00481026121612307,0.00852096367640403,98,0.879869363094637,0.0438,0.00214343411843421,"Saline Water","Sediment","CPR"
"492","Ca. Kaiserbacteria",0.0013677741179085,0.308013126063009,0.00149937439991771,0.91222987266127,0.0117843645547195,0.021645832035873,99,0.882003608204512,0.0026,0.00213424510987492,"Saline Water","Sediment","CPR"
"493","Ca. Korarchaeota",0.00017357867287582,0.308013126063009,0.0001136801133866,1.52690446644363,0.00073806788232264,0.00144363840608594,107,0.88819952898384,0.0044,0.00202306875095171,"Saline Water","Sediment","CPR"
"494","Ca. Lindowbacteria",0.00091067967897645,0.308013126063009,0.00035653096489457,2.55427934357883,0.00358084933571252,0.0106980725508586,106,0.894177517330712,2e-04,0.00197171104668947,"Saline Water","Sediment","CPR"
"495","Ca. Liptonbacteria",0.00058572114991072,0.308013126063009,0.00039606289181482,1.47885894390877,0.00399647154242737,0.00847136081296566,108,0.896144344125619,0.0012,0.00196682679490701,"Saline Water","Sediment","CPR"
"496","Ca. Lokiarchaeota",0.00068717357452733,0.308013126063009,0.00081338386356935,0.844833055221705,0.00461152190399102,0.00843995727458783,3,0.900053347342638,2e-04,0.00194786822454174,"Saline Water","Sediment","CPR"
"497","Ca. Marinimicrobia",0.00206097593775189,0.308013126063009,0.00256771228758732,0.8026506504311,0.0266220696362031,0.013208213885332,76,0.905825696504301,0.0398,0.00190161100404163,"Saline Water","Sediment","CPR"
"498","Ca. Niyogibacteria",0.00034199526168628,0.308013126063009,0.00026521432520699,1.28950523852498,0.00279465092914298,0.00494110973114955,48,0.918202904416185,0.0408,0.00169197547172117,"Saline Water","Sediment","CPR"
"499","Ca. Odinarchaeota",0.00023957464213484,0.308013126063009,0.00016326745039787,1.46737541102658,0.0012267065529398,0.00244147105579255,46,0.921562192908341,2e-04,0.00167900451683667,"Saline Water","Sediment","CPR"
"500","Ca. Omnitrophica",0.00293692444543925,0.308013126063009,0.00137407577865601,2.13738171581183,0.0221092929399482,0.0447736736507829,77,0.923238378490198,2e-04,0.00167618558185678,"Saline Water","Sediment","CPR"
"501","Ca. Ratteibacteria",0.00040364551769927,0.308013126063009,0.00025073444095891,1.6098527037433,0.00253861392891571,0.00537435651155445,83,0.931218154501679,2e-04,0.00156887286261298,"Saline Water","Sediment","CPR"
"502","Ca. Raymondbacteria",0.00069220764089579,0.308013126063009,0.00032956186997315,2.10038752648232,0.00301589033745626,0.00844307226406847,126,0.932767110639676,2e-04,0.00154895613799777,"Saline Water","Sediment","CPR"
"503","Ca. Riflebacteria",0.00066020584332906,0.308013126063009,0.00031511203103824,2.09514641873172,0.00389786360182523,0.00885727214980742,8,0.934300197297277,2e-04,0.00153308665760066,"Saline Water","Sediment","CPR"
"504","Ca. Sumerlaeota",0.000623131730221,0.308013126063009,0.00024555896081115,2.53760533992581,0.00140823262526661,0.00631595464297039,117,0.947350545713194,2e-04,0.00135613382389121,"Saline Water","Sediment","CPR"
"505","Ca. Sungbacteria",0.00060580846952382,0.308013126063009,0.0004494842073768,1.34778588342255,0.00529273732840526,0.0097252782836035,31,0.948700101863286,0.0096,0.0013495561500918,"Saline Water","Sediment","CPR"
"506","Ca. Tectomicrobia",0.00137363183878255,0.308013126063009,0.00056455653407621,2.43311653638059,0.00391839186051923,0.0147241504027094,73,0.952703885579273,2e-04,0.0013306799096241,"Saline Water","Sediment","CPR"
"507","Ca. Thorarchaeota",0.00176960853178033,0.308013126063009,0.00171860075455433,1.02967982941403,0.0013619760558906,0.0153970165405206,38,0.95665051285851,2e-04,0.00131002867995311,"Saline Water","Sediment","CPR"
"508","Ca. Veblenbacteria",0.00013714977676234,0.308013126063009,0.00020987591552803,0.65348030247911,0.00064620065519956,0.00080567047065323,139,0.959250185958114,0.0338,0.00129545650419005,"Saline Water","Sediment","CPR"
"509","Ca. Wallbacteria",0.00052218008317598,0.308013126063009,0.00022967746467585,2.27353643037178,0.00173633497513733,0.00579534832115337,119,0.96180330037094,2e-04,0.00126830326563676,"Saline Water","Sediment","CPR"
"510","Ca. Wirthbacteria",0.00041044456614236,0.308013126063009,0.00020599944621784,1.99245470644771,0.00161929860178398,0.00472434315682699,92,0.964298774550526,2e-04,0.00124569189187573,"Saline Water","Sediment","CPR"
"511","Ca. Woesearchaeota",0.00097968499783202,0.308013126063009,0.00068170936376834,1.43710069114577,0.00823939391530425,0.0152009663409652,17,0.96549248340122,2e-04,0.00119370885069392,"Saline Water","Sediment","DPANN"
"512","Chlorobiota",0.0019810192487764,0.308013126063009,0.00141254186148016,1.40244993992641,0.0142796232433598,0.0294021864956043,88,0.974623903097263,2e-04,0.00111032690735491,"Saline Water","Sediment","Bonafide"
"513","Chloroflexota",0.0101416476086089,0.308013126063009,0.00540568480802239,1.87610783254658,0.0295907039668552,0.110098098930437,105,0.97568406906609,2e-04,0.00106016596882619,"Saline Water","Sediment","Bonafide"
"514","Chrysiogenota",0.00073840745811289,0.308013126063009,0.00059371974300624,1.2436969914021,0.00474255455849314,0.00957216030974771,124,0.976736624536028,2e-04,0.00105255546993799,"Saline Water","Sediment","Bonafide"
"515","Cyanobacteriota",0.0294339872672002,0.308013126063009,0.0276558481136573,1.06429523138236,0.316442480931922,0.0938237791756651,109,0.978822758347875,2e-04,0.0010424652653741,"Saline Water","Sediment","Bonafide"
"516","Elusimicrobiota",0.00384106901607646,0.308013126063009,0.0013314745212512,2.88482352066862,0.0209548821044308,0.0509477741160532,47,0.982897597005337,2e-04,0.00100671286723897,"Saline Water","Sediment","Bonafide"
"517","Gemmatimonadota",0.00422401113815642,0.308013126063009,0.00158635491591964,2.66271506821517,0.0139671657525512,0.0466790504367607,40,0.986726639413481,0.0026,0.00091107474072471,"Saline Water","Sediment","Bonafide"
"518","Ignavibacteriota",0.00309461295413814,0.308013126063009,0.00216173456931769,1.43154159537491,0.0281802486884003,0.0496585083988396,60,0.987625179034251,0.004,0.00089853962077002,"Saline Water","Sediment","Bonafide"
"519","Kiritimatiellota",0.00162018788629946,0.308013126063009,0.00089584912259937,1.80854995046305,0.007492388887082,0.0200597332091888,66,0.988523115053301,2e-04,0.00089793601905008,"Saline Water","Sediment","Bonafide"
"520","Lentisphaerota",0.002431390774815,0.308013126063009,0.00117547556275999,2.06843157939086,0.0177455537540322,0.035533414971979,24,0.989407876082353,2e-04,0.00088476102905266,"Saline Water","Sediment","Bonafide"
"521","Myxococcota",0.00971267610073254,0.308013126063009,0.00384911156217404,2.52335531039965,0.0384961914090346,0.11391856869636,14,0.991123691635167,2e-04,0.00085204146949413,"Saline Water","Sediment","Bonafide"
"522","Nitrososphaerota",0.0105207515821145,0.308013126063009,0.0102631294120793,1.02510171699989,0.0496410409735955,0.0951182044558066,37,0.992738932201953,2e-04,0.00079847430696289,"Saline Water","Sediment","Bonafide"
"523","Nitrospinota",0.00139278460878744,0.308013126063009,0.00107426252525363,1.29650302048711,0.0116708747124995,0.0218084407641543,132,0.993525849688382,2e-04,0.00078691748642922,"Saline Water","Sediment","Bonafide"
"524","Nitrospirota",0.00547658142900671,0.308013126063009,0.00306561819716756,1.7864525445689,0.0233462984302355,0.0653661473029034,34,0.994309965163453,2e-04,0.00078411547507062,"Saline Water","Sediment","Bonafide"
"525","Planctomycetota",0.0129748131826999,0.308013126063009,0.00553998823918438,2.34202901207064,0.0600606597436386,0.161476956428198,90,0.995087771762792,2e-04,0.00077780659933912,"Saline Water","Sediment","Bonafide"
"526","Thermodesulfobacteriota",0.0171867274571797,0.308013126063009,0.00831472073013874,2.0670240186038,0.0555205438823226,0.183583299824004,15,0.997877157412731,2e-04,0.00065571598373914,"Saline Water","Sediment","Bonafide"
"527","Actinomycetota",0.0435240218311899,0.346259726255089,0.0230294476135912,1.88992904048222,0.237101907195073,0.497292889267953,133,0.234012210371112,2e-04,0.108314595167877,"Saline Water","Plant Host","Bonafide"
"528","Aquificota",0.00110519286263079,0.346259726255089,0.00072875454941919,1.51655020680366,0.0129657111122757,0.00737619134370975,7,0.321079010514857,2e-04,0.087066800143745,"Saline Water","Plant Host","Bonafide"
"529","Bdellovibrionota",0.00285519050550517,0.346259726255089,0.0021657289112425,1.31835082899047,0.0353597684073207,0.0221523975053834,151,0.556563573455134,0.0106,0.022272173682746,"Saline Water","Plant Host","Bonafide"
"530","Caldisericota",0.0004648514312827,0.346259726255089,0.00049129697820928,0.946171973165855,0.00467988712031326,0.00330411949445157,148,0.577333665894159,0.016,0.0207700924390243,"Saline Water","Plant Host","Bonafide"
"531","Campylobacterota",0.00804040153069751,0.346259726255089,0.0056778906849993,1.41608952633411,0.0786519396008919,0.0392821236476858,159,0.609877110663233,0.0346,0.0154323334238932,"Saline Water","Plant Host","Bonafide"
"532","Ca. division CPR2",0.00040658922521457,0.346259726255089,0.00042872075089969,0.948377759558688,0.00318018890044277,0.00279876813903786,145,0.638242330946419,2e-04,0.0138360558769492,"Saline Water","Plant Host","CPR"
"533","Ca. division CPR3",0.00034730356373097,0.346259726255089,0.00029320655033547,1.1845013807966,0.00252752502477707,0.00198507865560449,155,0.651743123551292,2e-04,0.0135007926048729,"Saline Water","Plant Host","CPR"
"534","Ca. division WWE3",0.00099829607337841,0.346259726255089,0.00075916944401213,1.31498452849013,0.0124277547674092,0.00902944393046077,140,0.687510013399636,0.0086,0.0112397687834443,"Saline Water","Plant Host","CPR"
"535","Ca. Absconditabacteria",0.00058740326911136,0.346259726255089,0.00066213923042217,0.887129537298133,0.0058525394163477,0.00412134987831235,9,0.713609902713007,0.0282,0.00824580593413204,"Saline Water","Plant Host","CPR"
"536","Ca. Altiarchaeota",0.00038951923067805,0.346259726255089,0.00035660103538619,1.09231099190782,0.00321853043053035,0.00152295056831897,122,0.735727635157113,0.0012,0.00628831277492747,"Saline Water","Plant Host","DPANN"
"537","Ca. Andersenbacteria",0.00039633694030937,0.346259726255089,0.00032313275853442,1.22654521970155,0.00421841433840097,0.00276352440889375,128,0.753028056964382,0.0198,0.00555824704492824,"Saline Water","Plant Host","CPR"
"538","Ca. Berkelbacteria",0.00083000315035356,0.346259726255089,0.00055139971733602,1.50526582487846,0.0106406156495467,0.00615046788655167,26,0.771828945272768,0.0054,0.00437762146555443,"Saline Water","Plant Host","CPR"
"539","Ca. Blackallbacteria",0.00042652762948447,0.346259726255089,0.00040056551732968,1.06481364728514,0.00487929825152337,0.00299939251888008,4,0.780469806292333,0.0224,0.00430754862909333,"Saline Water","Plant Host","CPR"
"540","Ca. Blackburnbacteria",0.00041384989909263,0.346259726255089,0.00051059595004604,0.810523270024582,0.00312795154651761,0.0034173521690123,156,0.784701469823008,0.0044,0.0042316635306755,"Saline Water","Plant Host","CPR"
"541","Ca. Calescamantes",0.00037567454344107,0.346259726255089,0.00028267384227346,1.32900356262056,0.00263843107704905,0.00159604162897699,74,0.796858459451014,2e-04,0.00397111112295878,"Saline Water","Plant Host","CPR"
"542","Ca. Campbellbacteria",0.00069438046006845,0.346259726255089,0.00044541307254599,1.55895842054963,0.00723620234107919,0.00391419715076411,157,0.800778392237847,4e-04,0.00391993278683289,"Saline Water","Plant Host","CPR"
"543","Ca. Colwellbacteria",0.00042347433668313,0.346259726255089,0.00032985941605618,1.28380248090599,0.00463867209447279,0.00318023913512534,16,0.819011400340964,0.0038,0.00353418261988492,"Saline Water","Plant Host","CPR"
"544","Ca. Curtissbacteria",0.00092877526805774,0.346259726255089,0.0006408242924096,1.44934466289566,0.00957782788113245,0.0061995708349881,46,0.822472361217819,2e-04,0.00346096087685466,"Saline Water","Plant Host","CPR"
"545","Ca. Daviesbacteria",0.00119839136579926,0.346259726255089,0.00109648614393648,1.09293799326723,0.0110510232473785,0.0109180013678649,94,0.828555513306831,0.0132,0.00289134900355481,"Saline Water","Plant Host","CPR"
"546","Ca. Diapherotrites",0.00056519654793423,0.346259726255089,0.00045373986245318,1.24564005656995,0.00471540665606695,0.00357313521120315,62,0.837175852364514,0.0026,0.00286081714646802,"Saline Water","Plant Host","DPANN"
"547","Ca. Firestonebacteria",0.0005960945521766,0.346259726255089,0.00098223790496427,0.606873904136578,0.00538466103652825,0.0051139359907213,87,0.850885454672386,0.0054,0.00268172417172263,"Saline Water","Plant Host","CPR"
"548","Ca. Gracilibacteria",0.00088999071339721,0.346259726255089,0.00179996085196596,0.494450038968983,0.0040231318326206,0.00594525655672223,149,0.866650850293603,2e-04,0.00259489457008499,"Saline Water","Plant Host","CPR"
"549","Ca. Gribaldobacteria",0.00044584628333313,0.346259726255089,0.00043700731651183,1.02022613006083,0.00398964755217511,0.00244430529854146,59,0.869243137895318,0.0172,0.0025922876017147,"Saline Water","Plant Host","CPR"
"550","Ca. Harrisonbacteria",0.00060763054815432,0.346259726255089,0.0004300605372821,1.41289538443686,0.00727950942688893,0.00458530744520192,60,0.874387590667264,0.0076,0.00257029809103915,"Saline Water","Plant Host","CPR"
"551","Ca. Heimdallarchaeota",0.0009011003950071,0.346259726255089,0.00088943252811808,1.01311832715822,0.00803411398879707,0.00509903551322818,113,0.876850600615572,4e-04,0.00246300994830784,"Saline Water","Plant Host","CPR"
"552","Ca. Kerfeldbacteria",0.00056416430735685,0.346259726255089,0.00047630086786195,1.18447045853454,0.00709471234400285,0.00449339717579748,80,0.890812314557638,0.0474,0.0021901278452251,"Saline Water","Plant Host","CPR"
"553","Ca. Korarchaeota",0.00017874898514769,0.346259726255089,0.00021612277429136,0.827071490886537,0.00073806788232264,0.00102077707212413,127,0.894932716680061,0.0112,0.00203811412924848,"Saline Water","Plant Host","CPR"
"554","Ca. Levybacteria",0.00137503585036429,0.346259726255089,0.00107916384608558,1.27416782479501,0.013553439346362,0.0114106673534857,38,0.898947165456588,4e-04,0.00200537460009675,"Saline Water","Plant Host","CPR"
"555","Ca. Magasanikbacteria",0.0015992046192396,0.346259726255089,0.00138762910403164,1.152472670538,0.0181968756375535,0.0132387651760875,104,0.908330487776763,0.0078,0.00185605471739592,"Saline Water","Plant Host","CPR"
"556","Ca. Margulisbacteria",0.00075835306815126,0.346259726255089,0.00076812596164955,0.98727696499504,0.00747269353153238,0.00336207053596048,123,0.910131692881697,6e-04,0.00180120510493398,"Saline Water","Plant Host","CPR"
"557","Ca. Marinimicrobia",0.00313785387064279,0.346259726255089,0.00325716233187276,0.963370428282777,0.0266220696362031,0.0061407454996634,95,0.911910758554573,2e-04,0.00177906567287556,"Saline Water","Plant Host","CPR"
"558","Ca. Melainabacteria",0.00141071068811686,0.346259726255089,0.00129075060875649,1.092938231868,0.0137562690287382,0.00781098497219106,63,0.913665598930397,0.0012,0.0017548403758243,"Saline Water","Plant Host","CPR"
"559","Ca. Microgenomates",0.0003122473028072,0.346259726255089,0.00031060983590497,1.00527178058433,0.00244923619654736,0.00206152508160214,54,0.917130947197626,0.0132,0.00172152435578787,"Saline Water","Plant Host","CPR"
"560","Ca. Odinarchaeota",0.00023933848052628,0.346259726255089,0.00026698758483076,0.896440486841359,0.0012267065529398,0.0012691316859075,49,0.927225337059693,0.0034,0.00163229074904847,"Saline Water","Plant Host","CPR"
"561","Ca. Pacebacteria",0.00069566147435687,0.346259726255089,0.00048244442830201,1.44195151513157,0.00836871381515558,0.00526633034021704,76,0.93037528534539,0.0012,0.00152063865313146,"Saline Water","Plant Host","CPR"
"562","Ca. Parcubacteria",0.00043812671104352,0.346259726255089,0.00043011147384608,1.01863525547404,0.00343939134509292,0.00198314555814592,50,0.931865421391675,0.0054,0.00149013604628556,"Saline Water","Plant Host","CPR"
"563","Ca. Roizmanbacteria",0.00132701234818976,0.346259726255089,0.00102715876792281,1.29192525014739,0.015524459672553,0.012712696968869,51,0.940436297029052,0.002,0.00136202969511268,"Saline Water","Plant Host","CPR"
"564","Ca. Rokubacteria",0.00503086449001898,0.346259726255089,0.00446492218883896,1.12675300425049,0.0122448584886338,0.0422835793282446,10,0.941778790527532,0.0052,0.00134249349847948,"Saline Water","Plant Host","CPR"
"565","Ca. Schekmanbacteria",0.00080014717775665,0.346259726255089,0.00052919998628519,1.5119939502898,0.00927145584960013,0.00531512098183842,41,0.945775100604771,0.0178,0.00131723489837954,"Saline Water","Plant Host","CPR"
"566","Ca. Spechtbacteria",0.00043132988317466,0.346259726255089,0.00035561101293996,1.21292611162039,0.00424477518693797,0.00295372269789799,40,0.948391942298073,0.0078,0.00130585392416616,"Saline Water","Plant Host","CPR"
"567","Ca. Tagabacteria",0.00039219326396607,0.346259726255089,0.00057374277086401,0.683569857229673,0.00274381712121766,0.00281081226781709,93,0.953513301550143,0.032,0.00126531235896821,"Saline Water","Plant Host","CPR"
"568","Ca. Taylorbacteria",0.00150045156210233,0.346259726255089,0.00553311238663627,0.271176773080963,0.00727127171388472,0.0126951607103264,147,0.954767262713146,0.0296,0.00125396116300291,"Saline Water","Plant Host","CPR"
"569","Ca. Woesebacteria",0.0021773894600528,0.346259726255089,0.00579466443725473,0.375757644576285,0.0137881672032612,0.0178477637550788,55,0.969282619935723,6e-04,0.00115664288475692,"Saline Water","Plant Host","CPR"
"570","Ca. Woykebacteria",0.00060381599021282,0.346259726255089,0.00052267084837881,1.15525094251133,0.00676662033098236,0.0042337045879289,109,0.971559899516585,2e-04,0.0011326563103593,"Saline Water","Plant Host","CPR"
"571","Ca. Yanofskybacteria",0.00091119383468174,0.346259726255089,0.00073482155292765,1.24002056152463,0.0107560348224911,0.00851911911010202,118,0.972688864841006,0.0196,0.00112896532442108,"Saline Water","Plant Host","CPR"
"572","Chlamydiota",0.00192459710023502,0.346259726255089,0.00265638508904469,0.724517355624505,0.0199189363534927,0.0160445711251879,83,0.976000781763776,0.005,0.00108664775907308,"Saline Water","Plant Host","Bonafide"
"573","Cyanobacteriota",0.0375049820722597,0.346259726255089,0.034254155180829,1.09490314019626,0.316442480931922,0.0763291360378256,119,0.98126801185124,2e-04,0.00103641185471826,"Saline Water","Plant Host","Bonafide"
"574","Dictyoglomota",0.00065301816224893,0.346259726255089,0.00044395115120895,1.47092345739087,0.00662972058594093,0.00305883965698843,15,0.984296998489518,0.0016,0.00100301460839003,"Saline Water","Plant Host","Bonafide"
