"","taxon","average","overall","sd","ratio","ava","avb","ord","cusum","p","contribution","comparison_1","comparison_2","microgroup"
"1698","Ca. Woesearchaeota",0.00141437351947956,0.267996513027332,0.00070061227686798,2.01876782091568,0.0152009663409652,0.00425549326825037,43,0.956269750420182,2e-04,0.00160058873549118,"Sediment","Freshwater","DPANN"
"1699","Ca. Wolfebacteria",0.00070585542582387,0.267996513027332,0.00047894692751687,1.47376543259903,0.00996118924193884,0.00546186304939711,61,0.959357678096032,0.0234,0.00149825209718357,"Sediment","Freshwater","CPR"
"1700","Ca. Woykebacteria",0.0005227538567948,0.267996513027332,0.00024844778439353,2.10407936649895,0.00704078863168974,0.0034046338217994,88,0.960824050299516,0.0058,0.00146637220348333,"Sediment","Freshwater","CPR"
"1701","Ca. Yanofskybacteria",0.00100158014446271,0.267996513027332,0.00074654414498532,1.34162212802889,0.0135753870096813,0.00706459913105063,136,0.962289618828984,8e-04,0.00146556852946822,"Sediment","Freshwater","CPR"
"1702","Ca. Zambryskibacteria",0.00085638265323417,0.267996513027332,0.00106480135457706,0.804265180123039,0.0111764792281519,0.00679584261105427,107,0.965186272170801,0.001,0.00144652741858597,"Sediment","Freshwater","CPR"
"1703","Chlorobiota",0.0018807373285641,0.267996513027332,0.00141635350320847,1.32787282574841,0.0294021864956043,0.0153552323823298,112,0.968070064589365,2e-04,0.00144083256248739,"Sediment","Freshwater","Bonafide"
"1704","Chrysiogenota",0.00066391343468496,0.267996513027332,0.00032858723995777,2.02050887542157,0.00957216030974771,0.00458244410685938,17,0.970910961763235,4e-04,0.00141973229578196,"Sediment","Freshwater","Bonafide"
"1705","Ignavibacteriota",0.00423810684806121,0.267996513027332,0.00240774471839273,1.76019775505533,0.0496585083988396,0.0173796348191985,34,0.985443609834878,2e-04,0.00122475426453517,"Sediment","Freshwater","Bonafide"
"1706","Kiritimatiellota",0.00153776485606039,0.267996513027332,0.00088625469004384,1.73512746768575,0.0200597332091888,0.00831398548877062,20,0.986647865881668,2e-04,0.00120425604679053,"Sediment","Freshwater","Bonafide"
"1707","Lentisphaerota",0.00227310268080779,0.267996513027332,0.00121693353112512,1.86789386821003,0.035533414971979,0.0188290479153466,120,0.987812856197618,2e-04,0.00116499031594997,"Sediment","Freshwater","Bonafide"
"1708","Nanoarchaeota",0.00038670820986692,0.267996513027332,0.00019768327314652,1.95620096587683,0.00398446535861138,0.00118358686890662,84,0.991065706409085,0.0174,0.00099306102192875,"Sediment","Freshwater","DPANN"
"1709","Nitrososphaerota",0.0100981676284661,0.267996513027332,0.00939486786368942,1.07485999536991,0.0951182044558066,0.023776062216906,90,0.992009623961008,2e-04,0.00094391755192269,"Sediment","Freshwater","Bonafide"
"1710","Nitrospinota",0.00176221872483222,0.267996513027332,0.00109124864968905,1.61486451812277,0.0218084407641543,0.0083028540623451,15,0.992952812250513,2e-04,0.00094318828950523,"Sediment","Freshwater","Bonafide"
"1711","Thermodesulfobacteriota",0.0150085779625422,0.267996513027332,0.00821519978960798,1.82692793199353,0.183583299824004,0.068881077367701,35,0.997956228366512,2e-04,0.00075975539935102,"Sediment","Freshwater","Bonafide"
"1712","Atribacterota",0.00305996830423902,0.343934014160709,0.00362586537967292,0.843927720370868,0.0257493245570791,0.0173659904423566,151,0.282657207436448,0.0224,0.0410895021446935,"Sediment","Groundwater","Bonafide"
"1713","Balneolota",0.00060948130429305,0.343934014160709,0.00035360968146217,1.72359903092259,0.00804660781109625,0.00327954620352354,138,0.373362290866906,0.0222,0.0234216097251837,"Sediment","Groundwater","Bonafide"
"1714","Calditrichota",0.00123129103911079,0.343934014160709,0.00079447142999409,1.54982418829074,0.015589724815786,0.00607611433849926,12,0.437667151422475,2e-04,0.0206051032861024,"Sediment","Groundwater","Bonafide"
"1715","Ca. division CPR1",0.00037363100642452,0.343934014160709,0.00027646707363608,1.35144847996016,0.00411560555508421,0.0043289093114768,1,0.474258137938824,0.0014,0.0177563405489494,"Sediment","Groundwater","CPR"
"1716","Ca. division NC10",0.00265245761657393,0.343934014160709,0.00256590125808781,1.03373331620353,0.0226331934040596,0.0310603816503077,159,0.515731321415469,4e-04,0.0120525812062312,"Sediment","Groundwater","CPR"
"1717","Ca. division WOR-3",0.00033052544130921,0.343934014160709,0.00025716755929334,1.28525324973896,0.00445667005166812,0.00225192264013389,153,0.527703419970629,0.0136,0.0119720985551598,"Sediment","Groundwater","CPR"
"1718","Ca. division WWE3",0.00150606701143278,0.343934014160709,0.0012924208753949,1.16530693685415,0.013990810982348,0.0183024935826901,100,0.539109873643848,6e-04,0.0114064536732194,"Sediment","Groundwater","CPR"
"1719","Ca. division Zixibacteria",0.00111197376826053,0.343934014160709,0.0008662257518872,1.28369973513016,0.0168851710346257,0.0100159665184177,150,0.550199971488095,6e-04,0.011090097844247,"Sediment","Groundwater","CPR"
"1720","Ca. Adlerbacteria",0.00078032310141516,0.343934014160709,0.00060372596363194,1.29251208068116,0.00677194577220356,0.0085799837960694,94,0.577970233656635,0.0144,0.00858207348635909,"Sediment","Groundwater","CPR"
"1721","Ca. Aenigmarchaeota",0.00028227519179642,0.343934014160709,0.00019495069819587,1.44793116623164,0.00208860939074357,0.00317035650070513,26,0.586538453922528,4e-04,0.00856822026589332,"Sediment","Groundwater","DPANN"
"1722","Ca. Amesbacteria",0.00075250714247149,0.343934014160709,0.00051571745267087,1.45914616341623,0.0070892748237389,0.00917207931351908,135,0.603203147095469,2e-04,0.00827790487804259,"Sediment","Groundwater","CPR"
"1723","Ca. Aminicenantes",0.00294690239026183,0.343934014160709,0.00266526172241994,1.10567092359927,0.039561661163962,0.0172768533699602,115,0.611416204467084,0.0112,0.00821305737161482,"Sediment","Groundwater","CPR"
"1724","Ca. Azambacteria",0.00119590599794326,0.343934014160709,0.00106778921062553,1.11998321957447,0.00769486092547645,0.0142973522079801,16,0.627215919727673,2e-04,0.00771211193823507,"Sediment","Groundwater","CPR"
"1725","Ca. Bathyarchaeota",0.00154516947931793,0.343934014160709,0.00141681618366372,1.09059276505602,0.017620008770848,0.00725603499798389,145,0.634638345975722,0.002,0.00742242624804967,"Sediment","Groundwater","CPR"
"1726","Ca. Beckwithbacteria",0.00096119001128857,0.343934014160709,0.00080202211991547,1.19845823128902,0.00834229956855678,0.0126820574858201,89,0.641859270987112,8e-04,0.00722092501138971,"Sediment","Groundwater","CPR"
"1727","Ca. Berkelbacteria",0.00098467114143092,0.343934014160709,0.00065000550510398,1.51486584913368,0.010720843309068,0.0127604101961051,69,0.648958173812956,0.0154,0.00709890282584424,"Sediment","Groundwater","CPR"
"1728","Ca. Blackburnbacteria",0.0007823426146903,0.343934014160709,0.00067101911488188,1.16590212907425,0.00424669372375107,0.00840743613136124,9,0.669915490873889,4e-04,0.00695163563181123,"Sediment","Groundwater","CPR"
"1729","Ca. Brennerbacteria",0.0003407414400506,0.343934014160709,0.0002802180512541,1.21598675933128,0.00218030610840663,0.00377772545457036,53,0.676765287800795,0.0032,0.00684979692690579,"Sediment","Groundwater","CPR"
"1730","Ca. Buchananbacteria",0.00127571890717177,0.343934014160709,0.00105508130766743,1.20911904883627,0.0126492616353966,0.0152259342582742,74,0.68272534786621,0.0044,0.00596006006541483,"Sediment","Groundwater","CPR"
"1731","Ca. Campbellbacteria",0.00076333502133011,0.343934014160709,0.0006002574015212,1.27167948182836,0.00760132073992043,0.00965665867068007,99,0.694126726688579,0.0102,0.00561699830012397,"Sediment","Groundwater","CPR"
"1732","Ca. Coatesbacteria",0.00076397249653776,0.343934014160709,0.00061632235045189,1.23956643139359,0.0111521109803092,0.00569989437192974,129,0.709900093310999,0.029,0.00520831437703395,"Sediment","Groundwater","CPR"
"1733","Ca. Collierbacteria",0.00143630090051861,0.343934014160709,0.00190895051013127,0.752403424235363,0.00690024866409227,0.0165051179739387,149,0.715041083631612,2e-04,0.00514099032061277,"Sediment","Groundwater","CPR"
"1734","Ca. Colwellbacteria",0.00052209115339895,0.343934014160709,0.0003471241474576,1.50404734796711,0.00595616166477268,0.00715399486823469,125,0.720169833778427,0.0052,0.00512875014681491,"Sediment","Groundwater","CPR"
"1735","Ca. Curtissbacteria",0.00124520132334874,0.343934014160709,0.00098014346270793,1.27042761669654,0.00961440270632134,0.0144376166847842,82,0.725275090822119,2e-04,0.00510525704369202,"Sediment","Groundwater","CPR"
"1736","Ca. Dadabacteria",0.000991191580073,0.343934014160709,0.00081045743810672,1.2230026321783,0.0100530736905866,0.00813611367443583,122,0.730237366981454,0.0028,0.00496227615933476,"Sediment","Groundwater","CPR"
"1737","Ca. Daviesbacteria",0.00239266409505669,0.343934014160709,0.0027536075267458,0.868919797689659,0.0113672535996057,0.0276436633561551,114,0.735198604603644,8e-04,0.00496123762219058,"Sediment","Groundwater","CPR"
"1738","Ca. Delongbacteria",0.00076997412815487,0.343934014160709,0.00144246847070959,0.533789225754169,0.00414081736221253,0.00794507627640937,106,0.740078480971138,0.0154,0.00487987636749332,"Sediment","Groundwater","CPR"
"1739","Ca. Desantisbacteria",0.00101755147164865,0.343934014160709,0.00083044138576801,1.22531401864995,0.0101550188598358,0.0114229220137085,57,0.744781103205786,4e-04,0.00470262223464835,"Sediment","Groundwater","CPR"
"1740","Ca. Diapherotrites",0.00074279296535464,0.343934014160709,0.0010119424471493,0.734026888038085,0.00486647206771499,0.00723353513237105,59,0.749450350585404,0.0112,0.00466924737961782,"Sediment","Groundwater","DPANN"
"1741","Ca. Doudnabacteria",0.0010498506025906,0.343934014160709,0.00070140628021794,1.49677958723778,0.0110024095912287,0.0131669265720905,87,0.754087195852825,2e-04,0.00463684526742114,"Sediment","Groundwater","CPR"
"1742","Ca. Edwardsbacteria",0.00093319177147008,0.343934014160709,0.00089228240646925,1.0458480013774,0.0109620394192649,0.00972317042463203,102,0.758670484402336,0.002,0.00458328854951129,"Sediment","Groundwater","CPR"
"1743","Ca. Falkowbacteria",0.00235587815325639,0.343934014160709,0.00180968575639577,1.30181615505912,0.0185771159285339,0.0278285468272301,123,0.767624975075718,2e-04,0.00446185715736147,"Sediment","Groundwater","CPR"
"1744","Ca. Fischerbacteria",0.00054775139098761,0.343934014160709,0.00046049183150888,1.18949208977891,0.00733613749783556,0.00330527883888657,140,0.776270651508687,0.031,0.00426673469000649,"Sediment","Groundwater","CPR"
"1745","Ca. Giovannonibacteria",0.001617391742244,0.343934014160709,0.00133312339854989,1.21323483182677,0.0092484421030336,0.0180320363797953,42,0.784669217352655,2e-04,0.00417609437096134,"Sediment","Groundwater","CPR"
"1746","Ca. Glassbacteria",0.00125074457862022,0.343934014160709,0.00122239186319929,1.02319445692867,0.0139863464986025,0.0126624403251696,127,0.788836359205637,0.0046,0.00416714185298206,"Sediment","Groundwater","CPR"
"1747","Ca. Gottesmanbacteria",0.00160591299438134,0.343934014160709,0.0010442964108248,1.53779422943048,0.0143401322194918,0.0203504397169365,143,0.792976952900117,2e-04,0.00414059369447994,"Sediment","Groundwater","CPR"
"1748","Ca. Gribaldobacteria",0.00052270003558575,0.343934014160709,0.00044271890286806,1.18065895131096,0.00472927013142607,0.00593110263592325,62,0.801010005016872,0.0254,0.0039360993071339,"Sediment","Groundwater","CPR"
"1749","Ca. Handelsmanbacteria",0.00135375843483778,0.343934014160709,0.00066662973767073,2.03075014260232,0.0179157084429702,0.0135889519045779,121,0.804793070092704,0.0016,0.00378306507583204,"Sediment","Groundwater","CPR"
"1750","Ca. Harrisonbacteria",0.00088477061996318,0.343934014160709,0.00073960328397275,1.19627730046122,0.00857510105541149,0.0118760804671089,36,0.808502266783484,6e-04,0.00370919669078063,"Sediment","Groundwater","CPR"
"1751","Ca. Huberarchaea",0.00020904668646249,0.343934014160709,0.00021679043762669,0.96428001507362,0.00136262134445243,0.00152441814392668,44,0.815759315517265,0.004,0.00362046576401398,"Sediment","Groundwater","DPANN"
"1752","Ca. Hydrogenedentes",0.00046162913168999,0.343934014160709,0.00049521397107157,0.932181155331889,0.00509416099368025,0.00479989181550476,98,0.819363251408878,0.0088,0.00360393589161323,"Sediment","Groundwater","CPR"
"1753","Ca. Jacksonbacteria",0.00059199523658488,0.343934014160709,0.00080256836139827,0.737625933264413,0.00230733539289142,0.00594106773650809,154,0.822943453024231,2e-04,0.00358020161535266,"Sediment","Groundwater","CPR"
"1754","Ca. Jorgensenbacteria",0.00111028040395877,0.343934014160709,0.00062293476632441,1.78233815799029,0.00852096367640403,0.0136380506555551,11,0.826523474157399,2e-04,0.00358002113316824,"Sediment","Groundwater","CPR"
"1755","Ca. Kaiserbacteria",0.00244155414502939,0.343934014160709,0.00188231641409895,1.29710080980097,0.021645832035873,0.0285088613751972,28,0.830000612063813,0.002,0.00347713790641391,"Sediment","Groundwater","CPR"
"1756","Ca. Kerfeldbacteria",0.0008836662918951,0.343934014160709,0.00061300995693419,1.44152029163527,0.00909000511091462,0.0115925476196976,128,0.83344330277205,0.0012,0.00344269070823766,"Sediment","Groundwater","CPR"
"1757","Ca. Komeilibacteria",0.00110129340167763,0.343934014160709,0.00074356377061787,1.48110148072773,0.00931042058443989,0.0138264092049232,95,0.836859971697538,2e-04,0.0034166689254872,"Sediment","Groundwater","CPR"
"1758","Ca. Kuenenbacteria",0.0009376767565879,0.343934014160709,0.00070098601901036,1.33765400615506,0.00718662603189695,0.011114577088736,104,0.843467640991896,2e-04,0.00328167843261951,"Sediment","Groundwater","CPR"
"1759","Ca. Levybacteria",0.00204986738293709,0.343934014160709,0.00167571006662941,1.22328284812436,0.0140134949126967,0.0244209514880967,19,0.846700743047748,2e-04,0.00323310205585237,"Sediment","Groundwater","CPR"
"1760","Ca. Liptonbacteria",0.00105122819877432,0.343934014160709,0.00069344447065732,1.51595151920075,0.00847136081296566,0.0126224046787357,71,0.85313097011044,2e-04,0.00320204852190931,"Sediment","Groundwater","CPR"
"1761","Ca. Lloydbacteria",0.00092491281967966,0.343934014160709,0.00065227578255615,1.41797816876643,0.00850981098101395,0.0110609132392387,103,0.856321003390248,0.0328,0.00319003327980794,"Sediment","Groundwater","CPR"
"1762","Ca. Lokiarchaeota",0.00075047002156248,0.343934014160709,0.00082177624088258,0.913229154394244,0.00843995727458783,0.00250478009974835,108,0.859439940133528,0.0352,0.00311893674328012,"Sediment","Groundwater","CPR"
"1763","Ca. Magasanikbacteria",0.00278160187559668,0.343934014160709,0.0026889551349574,1.03445455055565,0.020589379420362,0.0337090686265136,76,0.862496422352478,6e-04,0.00305648221894994,"Sediment","Groundwater","CPR"
"1764","Ca. Melainabacteria",0.0017558715483592,0.343934014160709,0.00189680292670075,0.925700568911139,0.0103334723161657,0.0208784528193992,48,0.871504149123315,0.017,0.00295856597414978,"Sediment","Groundwater","CPR"
"1765","Ca. Micrarchaeota",0.00080037751296756,0.343934014160709,0.00085387620883951,0.937346075088969,0.00755532079686879,0.0094904420647876,156,0.874462379393067,0.0194,0.00295823026975173,"Sediment","Groundwater","DPANN"
"1766","Ca. Microgenomates",0.00044348980648313,0.343934014160709,0.00028517708060885,1.5551383215519,0.00334353287680676,0.00500453263732566,45,0.877344303073956,0.0026,0.00288192368088913,"Sediment","Groundwater","CPR"
"1767","Ca. Moranbacteria",0.00183432370053641,0.343934014160709,0.00122207551704273,1.50099046659182,0.0170537312261876,0.0238162178758953,31,0.880207268354764,4e-04,0.00286296528080765,"Sediment","Groundwater","CPR"
"1768","Ca. Nealsonbacteria",0.00159476880586625,0.343934014160709,0.00130237203970879,1.22451093638561,0.0123978960859723,0.0189704174115335,119,0.885920810572687,0.0014,0.00285608674882121,"Sediment","Groundwater","CPR"
"1769","Ca. Niyogibacteria",0.00060968031422248,0.343934014160709,0.00057417857756765,1.06183047930004,0.00494110973114955,0.00708959712985643,30,0.888715503658319,4e-04,0.00279469308563207,"Sediment","Groundwater","CPR"
"1770","Ca. Nomurabacteria",0.00248352172512072,0.343934014160709,0.00203621236302133,1.21967716640109,0.0184474818462334,0.028105836816266,81,0.891442941984733,0.0118,0.00272743832641398,"Sediment","Groundwater","CPR"
"1771","Ca. Omnitrophica",0.00507280864791296,0.343934014160709,0.00411122067157816,1.23389354480106,0.0447736736507829,0.0652833501237223,51,0.896882556710317,2e-04,0.00271328723838871,"Sediment","Groundwater","CPR"
"1772","Ca. Pacebacteria",0.00073332882374543,0.343934014160709,0.00049432275021204,1.48350207112834,0.00955204213778837,0.0095720466717559,77,0.899571772611038,0.0266,0.00268921590072058,"Sediment","Groundwater","CPR"
"1773","Ca. Peregrinibacteria",0.00295166698398567,0.343934014160709,0.00281111908817708,1.04999713331239,0.0225520068474494,0.0358011813249877,3,0.90480305070161,2e-04,0.00259726314172526,"Sediment","Groundwater","CPR"
"1774","Ca. Portnoybacteria",0.00117510865860098,0.343934014160709,0.0008584131731709,1.36893129710512,0.00970071451479924,0.0139093535232122,63,0.907375551773138,2e-04,0.00257250107152751,"Sediment","Groundwater","CPR"
"1775","Ca. Ratteibacteria",0.00046072650807955,0.343934014160709,0.0003241675707879,1.42126032829174,0.00537435651155445,0.00589232472821062,70,0.909944841972746,0.0018,0.00256929019960828,"Sediment","Groundwater","CPR"
